date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:22:13	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225d826b74-5b80%22	https://m.mgwin884.com/mega/res/dist/fonts/glyphicons-halflings-regular.woff	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/fonts/glyphicons-halflings-regular.woff	(from https://m.mgwin884.com/mega/res/dist/css/bootstrap.min.css)
13:22:14	45404/45404	---M--	200	added ('OK')	text/plain	etag:%225d826b74-b15c%22	https://m.mgwin884.com/mega/res/dist/fonts/glyphicons-halflings-regular.ttf	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/fonts/glyphicons-halflings-regular.ttf	(from https://m.mgwin884.com/mega/res/dist/css/bootstrap.min.css)
13:22:14	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%225d826b73-1a8c2%22	https://m.mgwin884.com/mega/res/dist/fonts/glyphicons-halflings-regular.svg	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/fonts/glyphicons-halflings-regular.svg	(from https://m.mgwin884.com/mega/res/dist/css/bootstrap.min.css)
13:22:15	207/207	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Jun%202021%2007:22:14%20GMT	https://m.mgwin884.com/mega/res/dist/img/boxed-bg.jpg	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/img/boxed-bg.e.delayed	(from https://m.mgwin884.com/mega/res/dist/css/AdminLTE.min.css)
13:22:16	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d826b73-10d0b%22	https://m.mgwin884.com/mega/res/dist/fonts/fontawesome-webfont.eot?v=4.4.0	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/fonts/fontawesome-webfont93e3.eot	(from https://m.mgwin884.com/mega/res/dist/css/font-awesome.min.css)
13:22:17	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d826b73-10d0b%22	https://m.mgwin884.com/mega/res/dist/fonts/fontawesome-webfont.eot?	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/fonts/fontawesome-webfontd41d.eot	(from https://m.mgwin884.com/mega/res/dist/css/font-awesome.min.css)
13:22:17	64464/64464	---M--	200	added ('OK')	text/plain	etag:%225d826b73-fbd0%22	https://m.mgwin884.com/mega/res/dist/fonts/fontawesome-webfont.woff2?v=4.4.0	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/fonts/fontawesome-webfont93e3.woff2	(from https://m.mgwin884.com/mega/res/dist/css/font-awesome.min.css)
13:22:18	81284/81284	---M--	200	added ('OK')	application/font-woff	etag:%225d826b73-13d84%22	https://m.mgwin884.com/mega/res/dist/fonts/fontawesome-webfont.woff?v=4.4.0	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/fonts/fontawesome-webfont93e3.woff	(from https://m.mgwin884.com/mega/res/dist/css/font-awesome.min.css)
13:22:18	138204/138204	---M--	200	added ('OK')	text/plain	etag:%225d826b73-21bdc%22	https://m.mgwin884.com/mega/res/dist/fonts/fontawesome-webfont.ttf?v=4.4.0	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/fonts/fontawesome-webfont93e3.ttf	(from https://m.mgwin884.com/mega/res/dist/css/font-awesome.min.css)
13:22:19	355981/355981	---M--	200	added ('OK')	image/svg+xml	etag:%225d826b73-56e8d%22	https://m.mgwin884.com/mega/res/dist/fonts/fontawesome-webfont.svg?v=4.4.0	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/fonts/fontawesome-webfont93e3.svg	(from https://m.mgwin884.com/mega/res/dist/css/font-awesome.min.css)
